Dr Agarwal s Eye Hospital,Hyderabad,Vijaya Sai Towers; Ground Floor; Near Kukatpally Bus Stop; Kukatpally Hyderabad 500072 Dist Hyderabad Telangana,500072,Dr S Raja Gopalan - Chief Executive Officer,STD(040) Tel: 42218585 7702355512 Fax:,Common Network
JK Hospital,Hyderabad,MIG-327; Road No.4; KPHB Colony Hyderabad - 500072 Dist: hyderabad State: Telangana,500072,Dr. CH Krishnam Raju - Director,STD(040) Tel: 23054038 23057073 Fax: ,Common Network
Kavya Nursing Home,Hyderabad,22-254 A.S. Raju Nagar Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. MV Ranga Rao - Owner,STD(040) Tel: 23065269 Fax: 23065269,Common Network
Lotus Childrens Hospital; Kukatpally,Hyderabad,Hig No: 15; Jntu; Hitec City Road; KPHB; Kukatpally; Hyderabad - 500072; Dist: Rangareddi; State: Telangana,500072,Dr VSV Prasad - CEO,STD (040) Tel: 40406666 40406688 Fax: 40406699,Common Network
Mamatha Medicare Pvt. Ltd,Hyderabad,27; Bhagyanagar Colony - Extension KPHB Main Road Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. P Srinivas Rao - Managing Director,STD(040) Tel: 23893895 23893763 Fax: 23893763,Common Network
Pooja Hospital; Hyderabad,Hyderabad,Plot No.34;Dharma Reddy Colony Phase-II;Near Hyder Nagar Bus Stop Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. Ramsingh - Medical Superintendent,STD(040) Tel: 69991992 Fax: 40101840 ,Common Network
Prasad Hospital; Hyderabad,Hyderabad,MIG-204; Road NO.1 Opp. Sitra Hotel K.P.H.B. Colony Hyderabad - 500072 Dist: Rangareddy State: Telangana,500072,Dr. D. A. Prasad - MD,STD(040) Tel: 64580066 Fax: 23150088,Common Network
Preeti Urology and Kidney Hospital,Hyderabad,MIG-1; 307; Road No.4; KPHB Colony; Hyderabad 500072 Dist Hyderabad Telangana,500072,Mr C Rajender Reddy,STD(040) Tel: 23152444 Fax: 23058344,Common Network
Prime Hospital; Kukatpally,Hyderabad,MIG 113 & 114; Road No: 1 KPHB Colony; Kukatpally Hyderabad - 500072 Dist: Rangareddy State: Telangana,500072,Dr. Nagaraju - Managing Director,STD(040) Tel: 44568888 Fax: 4458889 ,Common Network
Ravi Hospital,Hyderabad,LIG-564 & 565; Road No: 3; Behind R.S.Brothers KPHB Colony Hyderabad - 500072 Dist: Rangareddy State: Telangana,500072,Dr G.Ravi Kumar - Managing Director,STD(040) Tel: 66313131 66313134 Fax: 66313135 ,Common Network
Remedy Superspecialty Hospital,Hyderabad,MIG - 339&340; Road No 4 KPHB Colony Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. Sridhar B V R Rao - Director,STD(040) Tel: 23158787 23158788 Fax: 23056826 23056826,Common Network
Sankhya Hospitals Pvt Ltd,Hyderabad,C-15; 1st Road; Opp.SBTBank; Kukatpally Colony Hyderabad - 500072 Dist: Rangareddy State: Telangana,500072,TPA Co-Ordinator,STD(040) Tel: 23153535 64544444 23154567 Fax: 23153939 65744553,Common Network
Sumana Hospital,Hyderabad,Plot No 688; Vivekananda Nagar Colony Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. M Nagi Reddy - Managing Director,STD(040) Tel: 23068066 Fax: 23068066 ,Common Network
VASAN EYE CARE HOSPITAL KUKATPALLY,Hyderabad,Plot.No.MIG-12; Dharma Reddy Colony; Phase-I; Kukatpally; Hyderabad 500072 Distt Hyderabad Telangana,500072,Mr Kishore,STD (040) Tel: 43400300 Fax: 27649999,Common Network
Vignesh Nursing Home,Hyderabad,MIG-318 & 260; 4th Cross Road KPHB Colony Kukatpally Hyderabad - 500072 Dist: Hyderabad State: Telangana,500072,Dr. K Rajarajeswari - Director,STD(040) Tel: 23055330 55913682 Fax: ,Common Network
Axon Hospital,Hyderabad,8-3-215; Srinivasa nagar colony(West) opp ICICI Bank S R Nagar Hyderabad - 500073 Dist: Hyderabad State: Telangana,500073,Dr. Jaiswal - Managing Director,STD(040) Tel: 44505555 Fax: ,Common Network
Image Hospitals Ameerpet,Hyderabad,#: 8-3-903/F12-13 Ameerpet Hyderabad 500073 Dist Hyderabad Telangana,500073,Mr. Raj Kumar,STD(040) Tel: 23750000;6619999 Fax:23746616,Common Network
VASAN EYE CARE HOSPITAL AMEERPET,Hyderabad,No.8-3-903/A; Nagarjuna Nagar Colony;Yellareddyguda; Ameerpet; Hyderabad 500073 Distt Hyderabad Telangana,500073,Mr Vinoth kumar,STD(040) Tel:43400400 Fax:23731767,Common Network
Healthcare Hospital,Hyderabad,3-2-394;Near L B Nagar Circle;Towards Sagar Ring Road; Hyderabad 500074 Dist Hyderabad Telangana,500074,Mr. Narasimha Reddy,STD(040) Tel: 24037979 Fax:24037979,Common Network
Aashritha Hospital,Hyderabad,3-4-100/2; Ramarao Complex; Opp.Sai Towers; Mallapur Main Road; Hyderabad-500076; Dist:Hyderabad; State:Telangana,500076,Dr M Ram Mohan Rao - Propriter,STD (040) 27159833 Fax:27153515 Mobile:9666691520,Common Network
Sri Sri Holistic Hospitals,Hyderabad,# 1-2-49/138;Nizampet Road; Hydernagar; Kukatpally; Hyderabad 500079 Dist Hyderabad Telangana,500079,Mr. A. K. Mishra,STD(040) Tel:44108108 Fax:44108109,Common Network
Eashwar Lakshmi Hospital,Hyderabad,Plot No: 9 Gandhi Nagar Hyderabad - 500080 Dist: Hyderabad State: Telangana,500080,Dr. R Tapadia - Proprietor,STD(040) Tel: 27618442 27618434 Fax: 66630796 ,Common Network
Image Hospitals Madhapur,Hyderabad,Near Hi-tech City Madhapur Hyderabad 500081 Dist Hyderabad; State : Telangana,500081,Mr. C V Rao,STD(040) Tel: 60610000 Fax: 23116555,Common Network
Sunshine Super Speciality Institute (A Unit of Sahrudaya Health Care Pvt. Ltd.),Hyderabad,Survey No-78; Patrika Nagar; Opp: Cyber Gateway; Hitech City; Madhapur; Hyderabad; Dist:Ranga Reddy; State:Telangana - 500081,500081,Dr Anil Krishna - Managing Director,STD (040) 45404540 45404940 Fax: 45404540,Common Network
Asian Institute of Nephrology & Urology,Hyderabad,6-3-562/A  Erramanzil Colony Somajiguda Hyderabad-500082 Dist:Hyderabad State:Telangana,500082,Dr PC Reddy - Executive Director,STD (040) 67313131 23315151 23315252 Fax:23315959 Mobile:8096756493,Common Network
Dr Agarwals Eye Hospital Panjagutta,Hyderabad,# 6-3-712/80 and 81; Punjagutta colony; Panjagutta; Hyderabad 500082 Dist Hyderabad Telangana,500082,Mr Narendra Kumar,STD(040) Tel: 23400081 Fax: 23400081,Common Network
Eesha Multi Speciality Hospital,Hyderabad,6-3-1106/1/A; Adj to HSBC bank; Rajbhavan road; Somajiguda; Hyderabad - 500082; Dist: Hyderabad; State - Telangana,500082,Dr. GLN Malleshwar rao,STD (040) Tel: 23405080 23405090 Fax: 23405070,Common Network
Little Star Childrens hospital,Hyderabad,Plot no-30; Nagarjuna Hills; Panjagutta; Hyderabad 500082 Dist Hyderabad Telangana,500082,Dr Satish Ghanta,STD(040) Tel:66849055;66662345 Fax:66849055,Common Network
Matrika Hospital,Hyderabad,6-3-1100/2 T.Nagar Somajiguda Hyderabad - 500082 Dist: Hyderabad State: Telangana,500082,Dr. Kalpana Alexnader - Managing Director,STD(040) Tel: 23404038;23409351 Fax: 23414468,Common Network
Nova ENT Hospital,Hyderabad,6-3-652; Kavtilya Block; Erramanzil; Somajiguda Hyderabad - 500082 Dist: Hyderabad State: Telangana,500082,Dr. M. Mohan Reddy - Managing Director,STD(040) Tel: 23322444 Fax: 30622537,Common Network
Sri Srinivasa ENT Care & Research,Hyderabad,6-3-663/7/5; Jaffer Ali Bagh Beside Saboo Motars Somajiguda Hyderabad - 500082 Dist: Hyderabad State: Telangana,500082,Dr. Janaki Ram Reddy - Owner,STD(040) Tel: 23394995 66664995 Fax: 66779191 ,Common Network
Rainbow Childrens Medicare Pvt Ltd; Kondapur,Hyderabad,Whitefield Road; Opp:CII; Kondapur; Hyderabad - 500084; Dist: Hyderabad; State - Telangana,500084,Mr. Murlidhar,STD (040) Tel: 23114455 65511222 Fax: 23119600,Common Network
Peoples Hospital,Hyderabad,Plot No.755;756;757; Pragathi Nagar; Opp.J.N.T.U.; Kukatpally; Hyderabad; Dist:Ranga Reddy; State:Telangana - 500090,500090,Mr Vinodh Krishna G,STD(040) Tel: 23897050;23897051; 23897052 Fax:23892000,Common Network
Yashoda Hospital,Hyderabad,Raj Bhavan Road Somajiguda Hyderabad - 500482 Dist: Hyderabad State: Telangana,500482,Mr. Srinivasa Rao - General Manger,STD(040) Tel: 23319999 Fax: 23312783 23370655,Common Network
Sai Ram Multi Specialty Hospital,Hyderabad,7-78/1; Konark Theater Lane P & T Colony Road Dilsukhnagar Hyderabad - 500660 Dist: Hyderabad State: Telangana,500660,Dr. Goli Venkateshwar Rao - Managing Director,STD(040) Tel: 66758515 24152535 24064532 Fax: 66139998,Common Network
Sunrise Hospital,Hyderabad,H. NO 4-9-321; Plot No 4 & 7; Hayat Nagar; Hyderabad 501506 R R district; Telangana,501506,Mr G. Rama Rao,STD(040) Tel: 64621111 Fax: 67451111,Common Network
Sai Krishna Multi Speciality Hospital,Hyderabad,GMR complex; Market Road Gowtham nagar Patancheru Hyderabad 502319 Dist Medak Telangana,502319,Dr. Balakrishna - Partner,STD(08455) Tel: 240166 Fax: 240233,Common Network
